Balance,Bonus_miles,Flight_miles_12months,Flight_trans_12_months,Days_since_enroll
108904,19931,0,0,5255
25168,500,500,1,5547
68454,13667,0,0,5559
70877,8956,0,0,5696
1057,433,0,0,5622
35342,70454,0,0,5534
16992,0,0,0,5582
2558,6264,0,0,5581
196093,14000,0,0,5595
269558,10000,0,0,5472
88500,2500,0,0,5090
8719,2000,0,0,5671
36936,2875,0,0,5492
427357,6027,0,0,5587
258422,48708,0,0,5657
75428,7539,0,0,5609
34383,22956,0,0,5611
82120,8000,0,0,5619
34546,1500,0,0,5612
92641,5265,0,0,5568
95100,1250,1250,3,5671
19960,0,0,0,4896
47150,39561,0,0,5577
1650,1250,250,1,5554
100992,8144,409,2,5422
68610,6115,0,0,5349
75684,27320,0,0,5316
42438,519,0,0,5349
17645,60978,0,0,5660
24545,0,0,0,5671
84633,10771,0,0,5479
103891,140573,1150,3,5699
39847,95918,150,1,5694
47938,12656,0,0,5708
88929,44932,650,2,5694
129866,66150,0,0,5692
22585,3430,0,0,5689
47394,31347,2150,5,5688
73640,10192,0,0,5156
247743,51296,500,1,5087
295008,136704,0,0,5028
117543,32355,600,2,4954
102803,90605,0,0,5701
89945,14218,350,1,5680
739476,24215,322,1,5678
69337,17740,0,0,5667
140866,15906,0,0,5672
25634,0,0,0,5663
82078,40279,0,0,5664
33327,1000,0,0,5664
95783,14506,0,0,5659
27591,8209,1800,16,5659
82114,58335,0,0,5658
15917,105449,200,2,5653
140511,32105,0,0,5651
375927,18202,1100,3,5652
28223,8625,0,0,5651
33129,30775,500,1,5647
1625,1375,0,0,1547
52819,37535,1000,2,5645
3507,14500,0,0,5643
14769,500,0,0,5639
37215,8199,0,0,5637
115655,64968,500,1,5631
179251,14775,200,2,5629
24418,12533,0,0,5626
34562,1770,250,3,5622
144570,49052,0,0,5617
24813,4066,0,0,5225
48803,72129,0,0,5107
22116,20809,0,0,5463
8516,0,0,0,5566
36079,22506,150,1,5323
16872,28964,0,0,5479
62895,8500,0,0,5520
7383,7225,2750,7,5238
2261,15062,0,0,5556
66950,17303,2000,8,5464
84856,6894,0,0,5547
71128,17950,4450,11,5162
39654,1625,0,0,5518
25214,1000,0,0,5598
48775,17494,0,0,5588
81952,64754,0,0,5427
46535,25891,150,1,5399
23130,5032,0,0,5500
100443,12744,0,0,5492
139664,63706,0,0,5505
31769,0,0,0,5464
60170,17235,0,0,5351
33373,0,0,0,5427
59385,22914,0,0,5476
210040,77333,0,0,5517
23379,11712,0,0,5499
22372,14766,0,0,4950
23120,4231,0,0,5615
46157,1625,500,1,5609
94896,38127,500,1,5602
12091,29271,0,0,5609
56451,9302,0,0,5597
106309,21873,1200,4,5594
121853,18120,2000,4,5589
4137,15891,0,0,5588
21676,15392,100,1,5584
36644,14506,0,0,5583
77102,13175,1850,6,5581
32214,12717,0,0,5576
42351,28959,0,0,5594
34450,26996,0,0,5566
4151,375,0,0,5570
60646,57011,50,1,5559
44331,2850,350,1,5555
76742,17910,0,0,5547
27993,6000,0,0,5542
67770,23960,0,0,5539
30554,38243,0,0,5324
123646,12450,2450,29,5069
837979,18372,1450,4,5373
6584,0,0,0,5118
17489,5565,0,0,5380
28941,2935,0,0,4692
19085,827,0,0,5244
56480,35841,500,1,5401
8320,0,0,0,5164
13640,1500,0,0,4923
14739,1800,800,3,5332
30594,3250,0,0,5017
11162,0,0,0,4950
15964,0,0,0,5325
5583,3147,0,0,5365
38822,2000,0,0,5304
2305,0,0,0,5105
39372,4296,0,0,5190
25125,1875,0,0,5147
10288,1250,0,0,5532
135149,15300,3800,17,5267
4916,900,800,2,5107
163976,39098,2594,4,4922
207021,3600,100,1,5412
104442,38180,1450,5,5029
131992,12504,0,0,5372
2278,0,0,0,5175
34086,19669,1500,3,5344
8740,1250,0,0,5395
241918,40945,0,0,5379
26748,11981,0,0,5408
65969,2550,1050,3,5419
10009,0,0,0,5353
378759,28904,2303,4,5408
40965,9850,1850,6,5429
57509,52449,150,1,5441
71503,7819,0,0,5080
110247,13690,0,0,5272
83572,101110,1700,5,5231
106234,11160,0,0,5238
28205,101685,0,0,5267
7239,15835,0,0,5343
63638,0,0,0,5155
31967,1600,350,2,5101
97752,3676,0,0,5309
8327,0,0,0,5268
10179,5321,0,0,4989
23786,16950,0,0,5364
33020,6155,1500,3,5322
35316,1250,500,1,5330
146086,6950,6950,17,5345
15352,1350,0,0,5359
13522,5000,0,0,5162
13949,0,0,0,5374
99405,14150,2150,9,5400
50016,13495,0,0,4548
23696,5577,0,0,5531
55384,0,0,0,5309
166465,98717,0,0,5531
95207,30652,2348,8,5531
80431,2150,150,1,5531
49288,12538,600,2,5353
81291,10522,1430,1,5154
48877,11761,371,2,5371
164884,35226,1734,2,5283
29707,300,0,0,5275
26325,14559,1310,2,5521
28553,13844,0,0,5517
152421,17045,500,1,5510
17699,0,0,0,5505
70565,25261,750,2,5499
15450,50,50,1,5499
71736,53602,50,1,5485
37926,25153,0,0,5845
58628,22581,0,0,5471
31007,5700,1200,4,5465
11494,8425,4700,11,5487
27469,1,0,0,5461
44760,3105,100,2,5455
7210,2402,0,0,5449
92402,40825,0,0,5443
22831,4500,0,0,5442
59113,46808,0,0,5435
24608,62774,0,0,5430
16103,10819,0,0,5427
51261,2000,2000,4,4904
24698,1329,500,1,4267
88177,53468,400,1,5080
74453,5500,0,0,5181
39601,4066,0,0,5434
1227,0,0,0,5786
138254,24100,0,0,5420
18046,162,0,0,5416
108395,8598,0,0,5416
21839,1375,0,0,5411
11542,49100,1500,3,5405
41648,32117,2200,5,5408
39908,45824,0,0,5394
14889,1500,0,0,5393
103796,63335,250,1,5021
69323,5140,0,0,4786
21599,5561,0,0,5302
60936,56381,0,0,5051
148053,10250,250,1,5301
10702,200,200,2,5272
249,1000,0,0,5204
36290,8600,2600,9,5111
157416,67795,0,0,5132
1511,2250,0,0,5051
184701,45629,500,1,4989
139298,0,0,0,4965
82380,2601,0,0,5071
115591,9500,2500,16,4967
107333,4374,1874,4,5063
737514,43993,2150,7,5030
23023,0,0,0,5087
43403,3350,3350,12,3930
15719,5740,0,0,4974
128676,8500,0,0,5164
8836,4788,808,3,4544
94875,58314,800,7,4736
27243,6785,0,0,4606
64969,1135,0,0,4996
6112,0,0,0,5072
71784,39276,0,0,4936
31484,3125,0,0,4117
17995,0,0,0,4994
40994,26916,500,1,5078
286101,72965,3000,11,4666
205219,30347,0,0,4792
74777,20630,0,0,5384
218191,24630,0,0,5240
22132,0,0,0,5150
83508,11268,2176,2,5069
88122,19408,0,0,5174
152284,77045,1648,10,4996
4146,3750,0,0,5210
25272,0,0,0,5189
21855,200,0,0,5383
63454,49068,0,0,5383
24292,6558,0,0,5276
60168,44133,0,0,4313
9554,2710,0,0,5064
30130,9192,0,0,4993
12665,4125,0,0,4539
9860,99,99,1,5055
10069,200,0,0,4933
2224,0,0,0,5098
40576,0,0,0,5118
5667,5667,0,0,4937
59791,3254,0,0,4602
128664,44298,50,1,5155
126947,2350,350,1,5167
189235,20487,0,0,5282
38604,625,0,0,5184
73008,12930,0,0,5050
62942,4752,2121,6,5070
33057,5190,0,0,4828
42572,21809,100,1,5070
38671,2200,1000,5,5192
5320,2275,0,0,5084
228529,24687,500,1,4924
46272,5720,800,3,5092
113758,12616,0,0,5199
105458,750,700,2,4924
39946,16951,0,0,5282
92859,33378,0,0,5185
25158,52278,0,0,5079
82270,24612,0,0,5270
97155,10004,0,0,5244
153197,14712,100,1,5189
55864,3691,500,1,5251
23890,35574,0,0,5031
46545,0,0,0,5066
7354,0,0,0,5050
45031,1000,0,0,5227
16125,23288,0,0,5210
200,200,200,1,5254
195754,98535,2550,9,5202
54189,8940,0,0,4791
15439,490,0,0,5147
56308,2500,1000,2,4688
1000,0,0,0,4769
45412,1100,1100,3,5163
21582,10811,0,0,4695
16866,0,0,0,5072
86011,31769,0,0,5381
31786,2661,0,0,5380
16994,1550,1050,2,5379
5824,0,0,0,5401
17587,17587,0,0,5367
1000,0,0,0,5367
91670,48193,1000,2,5365
92800,62042,350,1,5358
31134,20108,0,0,5352
57002,2570,0,0,5350
66516,45406,200,1,5311
18154,7748,0,0,5310
320997,82255,0,0,5345
14345,50752,0,0,5487
43603,17100,100,1,5335
1836,850,350,3,5329
156041,5644,0,0,5324
49145,12755,2450,7,5323
11648,475,0,0,5318
14525,4625,0,0,5317
10689,2750,0,0,5315
37552,100,0,0,5340
210350,56754,0,0,5302
26156,23831,0,0,5297
32061,1100,0,0,5295
355145,61926,806,8,5288
6000,0,0,0,5286
30892,11474,0,0,5283
29263,15184,0,0,5279
221432,31975,0,0,5275
43761,5398,0,0,5268
21393,5040,0,0,5262
108950,3300,3300,9,5259
25089,40763,550,2,5259
77709,36028,100,2,5253
22533,22206,100,1,5248
25302,11312,0,0,5245
11908,0,0,0,5240
176982,2299,0,0,5234
8723,77923,0,0,5231
9071,1647,0,0,5225
144848,37056,0,0,5219
130364,62083,250,1,5213
15592,37173,0,0,5209
25404,2125,500,1,5203
34584,6962,1500,7,5202
32313,29188,0,0,5397
168897,37451,400,2,5189
68891,37257,500,1,5178
18068,0,0,0,5174
137134,92740,0,0,5170
26561,100,0,0,4926
22093,14857,200,1,2587
58538,48670,500,2,4352
29667,5304,0,0,4841
88093,15518,343,1,4660
472241,3600,3500,11,5045
62569,33765,50,1,4888
20982,44238,0,0,4716
44665,333,333,2,3601
22639,1840,0,0,5168
120152,6250,3750,26,4497
51402,4375,0,0,4978
32749,450,450,3,5050
170309,66546,4130,4,5009
18924,4000,0,0,5168
61919,39163,350,1,5157
193547,3544,0,0,5153
57927,1500,1500,3,5149
161321,59645,0,0,5147
66936,3450,950,4,5147
72178,2100,0,0,5139
33964,300,0,0,5128
94272,11098,0,0,5121
53360,7251,6251,4,5120
3578,0,0,0,5114
29342,5835,0,0,5153
28228,12948,300,1,5108
118601,51240,0,0,5105
24660,7206,0,0,5136
147822,42469,0,0,5107
190208,37122,1800,6,5091
2625,125,0,0,5087
49438,33912,0,0,5085
24930,13060,0,0,5084
89835,9058,0,0,5080
46734,10007,0,0,5080
315273,12584,4084,4,5079
50,50,50,1,5073
97416,63679,0,0,5093
127768,65264,250,1,5064
139882,47089,0,0,4859
10740,0,0,0,4926
57330,380,0,0,4986
33560,2600,0,0,4604
53210,11422,0,0,4993
9795,0,0,0,4960
16984,10334,0,0,4884
46349,33923,1100,2,4856
118079,43298,500,1,4867
29632,0,0,0,4898
164307,21704,0,0,4023
13490,0,0,0,4870
36296,5780,0,0,4600
190429,27500,1500,3,4974
120447,53804,350,1,4840
35094,4000,0,0,4944
208804,56204,500,1,4429
30662,0,0,0,4996
157452,45312,0,0,4471
24266,2375,0,0,4111
49991,44146,2510,4,4803
42275,4100,1600,5,4712
59162,2520,0,0,4726
109625,63372,500,1,5056
30486,0,0,0,5051
240904,63385,350,1,5045
266776,8370,6520,28,5042
20818,15214,0,0,5036
106509,1113,0,0,5036
65982,1750,750,3,5030
9002,1586,0,0,4933
16088,17872,0,0,4563
10079,569,0,0,4651
48863,71013,1050,3,4925
137402,950,200,3,4685
71076,10000,0,0,4820
20630,2045,0,0,4643
119180,9275,1300,6,4657
54116,34997,0,0,4848
36665,1625,0,0,4747
507371,51765,450,1,4770
48721,18781,300,3,4672
391222,27471,1600,7,4905
88668,9889,100,1,4903
46074,2193,0,0,4419
1923,1170,0,0,4615
46030,4375,0,0,4566
31236,2250,0,0,4523
18351,0,0,0,4744
4779,600,0,0,4926
124775,11564,700,2,4847
66923,17139,0,0,4875
24008,540,0,0,4901
118415,4475,100,1,4545
2793,8000,0,0,4588
70464,4000,1000,2,4889
71930,32774,500,1,4300
126484,5942,3192,11,4758
39503,16671,2339,2,4884
7291,0,0,0,4104
4838,23592,500,1,5024
73811,25394,1000,2,5021
156219,55874,0,0,5015
114376,33949,0,0,5009
23965,7308,550,3,5003
45766,4550,1300,7,5002
57857,62650,12400,29,4996
19998,4309,0,0,4995
29506,4826,500,2,4993
6020,0,0,0,4986
27989,25369,2729,2,4981
21933,27166,550,1,4974
58758,6500,0,0,4974
86069,35282,0,0,4972
8350,2125,0,0,4967
26862,15510,0,0,4965
133853,68136,0,0,4960
72623,0,0,0,4957
36887,9048,0,0,4951
49737,60922,550,2,4946
53869,6750,0,0,4940
5264,0,0,0,4496
132132,20443,1310,4,3916
319241,71867,0,0,4692
333346,52013,4309,12,4469
22459,104,0,0,4215
65021,10369,0,0,3547
44205,28340,0,0,3676
18433,3174,0,0,3930
6341,3658,0,0,3706
3641,1164,0,0,3603
39207,965,0,0,3757
63362,16331,350,1,3544
220267,8500,0,0,4716
329,23492,0,0,4868
22424,648,0,0,3951
36805,13018,0,0,3799
63437,7160,0,0,4595
8962,0,0,0,4198
7922,0,0,0,4491
113731,1700,700,4,4482
12612,0,0,0,4170
45916,675,500,2,2818
51324,20533,0,0,4408
412,13000,0,0,4761
8103,2750,0,0,4776
91237,78864,0,0,4321
17388,0,0,0,4232
52046,1058,683,7,3456
50015,20839,50,1,4497
45340,14063,500,1,4660
200963,6164,150,1,4782
85884,7742,0,0,4692
4236,3000,0,0,4148
55843,6000,0,0,4341
43000,1273,173,1,4646
5573,1958,0,0,3714
2080,0,0,0,4635
43686,4039,0,0,4328
11001,255,0,0,4315
10146,26633,0,0,4509
35062,16237,0,0,4152
11866,6139,0,0,4667
41048,1195,0,0,4856
25004,1113,0,0,4860
194074,12500,0,0,4701
65952,34770,0,0,4827
265532,4652,0,0,4849
61286,1500,0,0,4755
118177,20910,402,1,4811
183370,30988,12988,9,4848
98608,969,0,0,4663
22529,5115,3400,16,4865
2502,15500,500,1,4761
123430,49987,0,0,4798
36219,4044,0,0,4595
61405,32316,1350,8,4828
3789,181,0,0,4756
16065,0,0,0,4456
404142,75509,0,0,4784
28733,0,0,0,4650
26965,7346,0,0,4653
278437,50888,0,0,4744
5074,500,0,0,4730
43338,1000,1000,4,4275
23551,2375,0,0,4663
32015,6000,0,0,4574
65435,1000,500,1,4786
39079,3070,0,0,4750
108616,36476,0,0,4644
80154,47270,0,0,4352
25563,303,0,0,3511
18007,33237,0,0,4665
51752,25962,0,0,4631
21540,1188,0,0,4791
233057,102840,0,0,4791
196079,56890,0,0,4791
276607,11430,6430,11,4791
20681,0,0,0,4939
155278,27200,0,0,4926
194949,10121,4621,10,4930
307260,40533,250,1,4791
105588,22973,0,0,4805
41366,27148,0,0,4806
59445,5500,500,2,4843
130920,30299,1100,6,4793
49777,12241,0,0,4777
58778,28325,0,0,4919
38224,2587,0,0,4824
93700,58745,0,0,4827
533120,120983,0,0,4827
34941,23718,0,0,4755
115197,17638,0,0,4820
31230,815,815,5,4931
98604,17490,0,0,4919
385195,0,0,0,4903
136104,68988,2069,8,4916
23984,2737,0,0,4905
169947,48140,0,0,4895
71264,94161,1000,2,4903
71610,20918,0,0,4895
151152,13635,1100,1,4895
164178,35314,1100,3,4883
18601,100,0,0,4888
49331,23572,100,1,4888
43326,4164,0,0,4881
12112,0,0,0,4882
98343,31961,0,0,4971
83006,45167,0,0,4906
110980,12900,950,4,4853
78032,24046,0,0,4862
176262,12678,150,1,4862
239576,13301,0,0,4849
642756,37889,1000,2,4841
41370,51335,0,0,4842
92905,1766,0,0,4827
7430,10500,0,0,4791
68390,3450,950,2,4754
18366,1100,1100,3,4783
197673,48932,0,0,4775
11789,28756,900,2,4775
213539,2750,0,0,4751
13310,0,0,0,4755
207395,55903,500,1,4761
25688,3103,0,0,4754
259582,3833,1762,9,4638
288379,15942,1442,5,4741
3580,130,0,0,4730
84305,78931,0,0,4734
4780,0,0,0,4733
88192,47848,500,1,4784
105665,31226,0,0,4727
24756,7720,500,2,4723
51304,11611,10075,36,4708
12404,1950,1200,4,4701
80988,4413,0,0,4707
5617,4400,400,1,4706
68023,119512,500,1,4702
108100,45113,1000,2,4699
17470,4100,2500,5,4691
138332,67836,0,0,4692
4087,500,0,0,4684
40264,19137,0,0,4684
13290,3175,0,0,4679
130761,52423,0,0,4674
14371,28723,0,0,4671
25322,23821,0,0,4673
55356,23871,0,0,4660
134501,59855,1193,2,4663
63311,29318,0,0,4667
90307,3150,650,2,4664
2198,16070,0,0,4658
43749,9557,0,0,4664
7730,375,0,0,4659
16171,2875,0,0,4656
192108,10200,200,2,4656
35895,15720,0,0,4649
46578,8322,0,0,4645
54309,6772,250,1,4698
45613,29117,350,1,4625
297127,27415,0,0,4631
93148,7776,0,0,4631
27905,3794,0,0,4628
139983,17289,100,2,4629
188703,62973,500,1,4625
19479,2250,0,0,4625
63635,5175,50,1,4622
77203,66817,0,0,4646
19020,330,0,0,4614
61172,6875,0,0,4609
7342,0,0,0,4604
62076,11221,1050,2,4603
13046,0,0,0,4597
11527,16874,3880,6,4583
77814,43914,0,0,4587
75303,74990,0,0,4598
7545,616,0,0,4587
26972,0,0,0,4587
184805,52755,0,0,4726
93971,62023,450,3,4580
66328,40522,0,0,4575
51745,41377,0,0,4606
64341,63621,0,0,4568
49708,0,0,0,4560
46926,27889,0,0,4554
199418,25590,3199,9,4548
9126,1202,350,1,4554
95109,26149,0,0,4593
65706,21958,0,0,4534
9862,31280,0,0,4545
253349,68947,1000,2,4545
25541,660,0,0,4520
5580,60,0,0,4533
37514,35874,500,1,4537
67083,4600,500,1,4532
92646,27177,0,0,4523
21110,3402,0,0,4516
102570,70503,0,0,4524
15876,0,0,0,4512
8957,0,0,0,4509
5375,2000,0,0,4509
109114,31956,0,0,4512
23432,1162,0,0,4510
111384,26669,0,0,4505
69880,4635,0,0,4552
11289,1500,0,0,4492
119676,550,550,4,4485
21847,929,903,3,4491
40808,38612,400,2,4490
47509,21210,1000,2,4490
20248,18507,1700,5,4488
3441,1643,0,0,4484
35216,9959,0,0,4481
63036,9006,0,0,4475
20844,20844,0,0,4474
42420,1000,0,0,4461
36254,7232,0,0,4453
22412,11654,0,0,4460
11512,3667,0,0,4460
1703,1230,0,0,4390
51471,15505,412,1,4450
70518,2000,1000,2,4450
431824,30480,500,1,4443
25577,33420,0,0,4432
17111,13577,0,0,4434
99336,14195,500,1,4453
67612,0,0,0,4442
38918,6505,618,2,4442
72812,16930,50,1,4442
134937,500,0,0,4427
121688,31631,0,0,4420
162410,20203,0,0,4420
59821,4200,200,2,4419
96053,2200,2200,6,4391
171946,19198,0,0,4397
15737,220,0,0,4404
77814,14786,0,0,4394
53768,4798,450,1,4387
245731,34322,0,0,4385
87366,18012,0,0,4380
56461,40190,0,0,4359
46855,8845,0,0,4379
53027,0,0,0,4585
96610,66298,0,0,4362
61450,7927,0,0,4383
18538,2200,0,0,4344
28319,18449,0,0,4392
107360,15641,0,0,4423
32510,14568,0,0,4341
9753,1235,0,0,4343
13033,1625,0,0,4334
17609,803,803,5,4317
104052,6016,0,0,4331
13878,0,0,0,4317
7254,0,0,0,4323
12560,1282,1282,6,4324
94938,12999,0,0,4310
86143,29652,500,1,4317
138512,30130,50,1,4313
66875,3206,0,0,4308
96026,25670,0,0,4310
31572,0,0,0,4299
11834,0,0,0,4306
23552,36165,0,0,4300
66052,8380,0,0,4301
55639,2750,0,0,4299
68226,3147,200,2,4299
37953,62571,0,0,4282
17810,1375,0,0,4294
21915,7000,0,0,4289
32563,4200,200,1,4282
49479,5500,100,1,4282
23854,22498,250,3,4274
60049,0,0,0,4278
75112,35532,500,1,4271
19787,2016,500,1,4258
30664,21242,700,5,4268
91716,6978,0,0,4267
219174,4500,2000,4,4265
16495,18779,0,0,4261
25963,8183,0,0,4244
1701,10,0,0,4260
73852,0,0,0,4252
12791,0,0,0,4246
39020,1295,0,0,4246
1076,11379,0,0,4233
34443,2125,0,0,4233
4735,275,0,0,4257
41279,3664,3164,3,4233
4708,1000,0,0,4232
63090,12059,350,3,4231
156544,46593,0,0,4225
12239,2912,0,0,4226
101464,14610,0,0,4223
55147,29219,0,0,4225
59424,36600,1000,3,4211
52084,4836,0,0,4222
368535,146201,2600,6,4210
116288,65073,0,0,4209
114508,29960,1250,8,4226
456509,500,500,1,4201
19634,0,0,0,4198
56258,38591,500,1,4197
102373,67212,6600,14,4190
20426,3993,3493,6,4194
13034,60000,0,0,4169
22455,38814,0,0,4175
11604,95,0,0,4177
72510,31469,0,0,4169
33383,0,0,0,4163
181200,7514,0,0,4159
17500,17500,0,0,4167
22751,4500,4500,9,4166
12465,380,0,0,4162
6316,0,0,0,4149
66860,12667,980,5,4155
975,350,0,0,4519
197973,72345,1029,2,4155
50909,14830,0,0,4135
79500,21489,0,0,4146
15875,24918,0,0,4141
159109,19554,1557,6,4138
12906,0,0,0,4124
14155,3250,0,0,4134
576,12082,0,0,4128
48896,4081,3397,10,4139
27669,3375,0,0,4127
21708,12811,0,0,4100
10643,40585,850,2,4107
264685,57505,0,0,4112
35433,1600,0,0,4113
162369,41359,500,1,4113
6206,375,0,0,4107
226941,44771,0,0,4099
94544,111827,350,1,4105
128302,132263,400,2,4103
3664,0,0,0,4089
56017,3905,1668,1,4086
40835,50602,2250,10,4090
24496,4000,500,1,4086
36033,36033,0,0,4079
12766,1900,400,2,4072
147596,19175,16675,18,4076
16489,4851,0,0,4064
84516,22713,0,0,4063
74147,8315,50,1,4064
24887,0,0,0,4047
56954,29409,0,0,4051
8647,0,0,0,4036
37114,21623,0,0,4040
50715,39211,0,0,4051
149305,49893,0,0,4030
225665,4288,500,1,4048
20534,589,0,0,4021
3962,292,0,0,4027
5112,0,0,0,4020
67358,67027,500,1,4379
11925,400,400,4,4015
30300,2160,0,0,4002
39139,710,0,0,3967
52440,500,0,0,4026
23329,6326,0,0,4008
10679,13363,0,0,4001
53487,0,0,0,3991
355423,20500,100,1,3963
9052,280,0,0,3987
129972,15081,500,1,3986
283670,39260,200,1,3972
189054,17900,7400,23,3985
150312,1000,0,0,3967
33517,1250,250,1,3978
97750,12616,600,2,4074
59035,245,0,0,3960
132335,30273,0,0,3974
82981,105325,1000,2,3964
52139,16314,250,1,3965
123313,31595,0,0,3959
131755,37299,0,0,3952
46440,5582,0,0,3952
58970,13467,0,0,3946
152367,43406,700,3,3938
80534,20715,0,0,3949
12184,1160,0,0,3939
10355,6510,0,0,3918
39947,1750,0,0,3922
3082,0,0,0,3923
37563,8142,0,0,3925
145868,61068,10042,4,3925
14231,4950,1700,5,3917
87282,13480,0,0,3911
11355,135,0,0,3916
197239,53412,250,2,3914
50586,0,0,0,3902
54388,27516,0,0,3903
30546,11304,0,0,3900
24407,923,0,0,3910
640169,82561,400,2,3895
56213,3207,350,1,3900
21944,29461,0,0,3900
76552,150010,0,0,3894
37244,38220,0,0,3890
38439,3318,0,0,3886
32160,1130,250,1,3883
126873,95598,500,1,3880
8000,2250,0,0,3879
194906,23780,200,1,3880
85751,26842,0,0,3711
15676,0,0,0,3178
55064,8041,0,0,3329
40675,1413,0,0,2895
7843,600,600,2,3557
56896,34019,0,0,3696
91935,17550,0,0,4216
50496,13287,0,0,4610
19896,9866,0,0,4602
156853,37625,0,0,4510
65533,7595,0,0,4544
223670,32709,2227,4,4230
91813,8690,2000,4,3911
12207,0,0,0,4565
26421,1250,0,0,4593
16176,0,0,0,4170
44754,0,0,0,3648
23827,8125,1000,2,4616
93743,1210,650,5,4676
4787,3125,500,1,4734
179472,11289,0,0,4708
73639,4709,2709,9,4341
76077,500,0,0,4616
66456,3500,1000,2,4679
14273,0,0,0,4341
134346,100210,0,0,4485
37693,30546,0,0,4671
11961,11961,0,0,4646
63311,90181,950,6,4604
20678,2155,0,0,3862
5316,1134,0,0,4610
86511,5000,2000,4,4625
133831,100,100,1,4588
30306,2500,0,0,4309
95925,7337,350,2,4625
35080,0,0,0,4562
14304,0,0,0,4600
115385,5890,1250,7,4546
66411,34826,3001,9,4211
6978,610,0,0,4349
39909,2682,0,0,4470
8767,6589,3892,6,4394
25544,3271,0,0,4580
166417,28607,0,0,4357
69555,21957,250,1,4390
2344,1478,0,0,4481
8780,2750,0,0,4237
111064,12700,2700,6,4547
44654,48874,0,0,4530
32678,0,0,0,4481
327126,97997,350,3,4440
76387,3588,0,0,4442
268097,26933,0,0,4105
52195,35847,0,0,4476
137778,19557,0,0,4599
354807,6000,3500,11,4597
3056,1200,0,0,4363
101901,17898,100,1,4433
34182,0,0,0,3967
7371,1375,0,0,4505
178733,26465,1800,4,4537
87553,15681,0,0,4547
14614,2275,0,0,4567
91259,60609,0,0,4531
23997,250,250,2,4204
37202,15000,0,0,4511
53232,80696,22100,45,3831
54594,14402,0,0,4233
57474,5535,0,0,4364
20111,5653,0,0,4468
45950,38921,750,2,4302
67948,2750,650,3,4226
216498,43083,2500,5,4440
100649,4000,500,1,4457
52713,16273,100,1,4449
186892,63444,500,1,3732
11690,17615,0,0,4417
144697,2000,0,0,4420
75179,1015,0,0,4118
19850,500,500,1,4376
96154,7052,0,0,4433
55778,6500,500,1,3704
36227,7230,0,0,3736
93848,1600,1500,3,4475
41153,28686,0,0,4404
20789,0,0,0,4279
121992,3200,600,2,4257
37911,2250,0,0,4385
233656,41941,500,1,4266
41133,635,0,0,4419
60864,23364,50,1,4436
90526,2000,0,0,4488
15148,15148,0,0,269
5393,0,0,0,4517
434,15530,0,0,3628
81055,14344,0,0,4610
31360,821,0,0,4488
156885,38601,0,0,4534
4148,13504,0,0,4607
63820,13981,0,0,4608
379744,19191,1850,11,4608
76659,0,0,0,4608
40724,29481,0,0,4007
146173,13871,0,0,4414
26055,647,0,0,4464
68,590,0,0,3937
50001,4853,0,0,4023
122506,21022,0,0,4408
126886,9120,0,0,4044
42342,11408,11408,23,4331
58898,23050,50,1,4328
45735,10085,0,0,4239
77225,30646,0,0,4282
59874,0,0,0,3986
30868,405,0,0,4226
34257,2010,0,0,4309
42639,7366,0,0,4181
771,40256,0,0,4203
89708,8000,0,0,3173
75892,8738,0,0,4160
140918,69760,0,0,3883
475338,39680,700,4,3355
14426,0,0,0,4096
29559,28969,0,0,4236
113113,10736,0,0,4307
73027,34002,0,0,4063
17386,0,0,0,3771
9310,500,500,1,4272
11023,0,0,0,4328
55406,38118,500,1,4310
47638,0,0,0,3739
30040,8636,500,1,3873
24787,1000,0,0,3930
40758,3500,1000,2,4299
726,0,0,0,4268
40686,260,0,0,4177
16626,2500,0,0,4329
18944,300,300,3,3932
114949,87136,600,2,4294
32522,5971,471,2,4042
86533,3700,700,2,3600
166470,9574,0,0,4194
10797,0,0,0,3581
131618,46473,0,0,4274
77523,11050,1000,2,4274
47905,14575,2000,4,4245
28695,0,0,0,4173
15253,5427,0,0,4373
193818,16327,0,0,3768
30556,950,550,3,4361
22678,2125,0,0,4068
89430,24314,0,0,1547
26522,18479,0,0,4358
59913,2210,150,1,3481
16516,500,0,0,4275
49050,18436,0,0,2426
27981,63004,0,0,2921
4939,1000,0,0,2515
26077,6768,0,0,3487
110893,4653,0,0,3645
56455,6000,0,0,4218
32699,1500,500,1,3167
109790,16108,0,0,3123
166681,107645,0,0,3287
145233,9366,4866,3,2626
1054,15147,0,0,3133
27532,4639,0,0,3939
62464,5675,500,1,3820
4041,0,0,0,3344
28138,6330,0,0,3847
33010,0,0,0,3915
45687,45,0,0,2269
12981,0,0,0,4246
168246,4600,100,2,4103
75505,30850,500,1,4007
55591,8817,0,0,3693
37358,50488,0,0,3967
33803,6100,0,0,4079
2500,2500,0,0,3717
140527,3500,0,0,4023
5360,0,0,0,4392
124430,15523,1200,8,4054
240007,46771,0,0,4048
245021,13639,180,1,3984
53518,73933,400,1,3930
122545,269,250,1,3834
192889,10500,0,0,4096
227776,47286,2276,5,3980
37833,48172,500,1,3551
48256,9690,0,0,3979
99704,15750,0,0,4106
394999,4150,150,3,3599
82497,0,0,0,3565
15326,0,0,0,4140
32619,1070,0,0,3846
57017,2495,0,0,3854
252741,29296,635,3,4189
49375,23628,0,0,3797
25341,38,0,0,3995
45150,18907,0,0,4141
187462,10500,500,4,3953
